Label,Section Name,Section Number,Question Number,Column,Type of Variable,SAS Variable Name,Question Prologue,Question,var_info
Aerobic and Strengthening Guideline,Calculated Variables,,28,1989,Num,_PAREC3,,Aerobic and Strengthening Guideline,"{'Value': ['1', '2', '3', '4', '9'], 'Value Label': ['Met Both Guidelines', 'Met Aerobic Guidelines Only', 'Met Strengthening Guidelines Only', 'Did not meet Either Guideline', ""Don't know/Not Sure/Refused/Missing""], 'Frequency': ['109,543', '114,995', '40,911', '97,374', '70,500'], 'Percentage': ['25.28', '26.54', '9.44', '22.47', '16.27'], 'Weighted Percentage': ['24.70', '24.85', '10.32', '23.14', '16.98']}"
Aerobic and Strengthening (2-level),Calculated Variables,,29,1990,Num,_PASTAE3,,Aerobic and Strengthening (2-level),"{'Value': ['1', '2', '9'], 'Value Label': ['Met Both Guidelines', 'Did Not Meet Both Guidelines', ""Don't know/Not Sure/Refused/Missing""], 'Frequency': ['109,543', '253,280', '70,500'], 'Percentage': ['25.28', '58.45', '16.27'], 'Weighted Percentage': ['24.70', '58.31', '16.98']}"
High Blood Pressure Calculated Variable,Calculated Variables,,1,1991,Num,_RFHYPE6,,"Adults who have been told they have high blood pressure by a doctor, nurse, or other health professional","{'Value': ['1', '2', '9'], 'Value Label': ['NoNotes: BPHIGH6 = 2 or 3 or 4', 'YesNotes: BPHIGH6 = 1', ""Don't know/Not Sure/Refused/MissingNotes: BPHIGH6 = 7 or 9 or Missing""], 'Frequency': ['255,182', '176,222', '1,919'], 'Percentage': ['58.89', '40.67', '0.44'], 'Weighted Percentage': ['65.20', '34.28', '0.52']}"
Cholesterol Checked Calculated Variable,Calculated Variables,,1,1992,Num,_CHOLCH3,,Cholesterol check within past five years,"{'Value': ['1', '2', '3', '9'], 'Value Label': ['Had cholesterol checked in past 5 yearsNotes: CHOLCHK3 = 2 or 3 or 4 or 5 or 6', 'Did not have cholesterol checked in past 5 yearsNotes: CHOLCHK3 = 8', 'Have never had cholesterol checkedNotes: CHOLCHK3 = 1', ""Don't know/Not Sure Or Refused/MissingNotes: CHOLCHK3 = 7 or 9 or Missing""], 'Frequency': ['368,622', '12,890', '25,362', '26,449'], 'Percentage': ['85.07', '2.97', '5.85', '6.10'], 'Weighted Percentage': ['80.99', '3.29', '8.14', '7.58']}"
High Cholesterol Calculated Variable,Calculated Variables,,2,1993,Num,_RFCHOL3,,"Adults who have had their cholesterol checked and have been told by a doctor, nurse, or other health professional that it was high","{'Value': ['1', '2', '9', 'BLANK'], 'Value Label': ['NoNotes: CHOLCHK3 = 2,3,4,5,6 or 8  and TOLDHI3 = 2', 'YesNotes: CHOLCHK3 = 2,3,4,5,6 or 8  and TOLDHI3 = 1', ""Don't know/Not Sure Or Refused/MissingNotes: CHOLCHK3 = 2,3,4,5,6 or 8 and TOLDHI3 = 7 or 9 or Missing"", 'MissingNotes: CHOLCHK3 = 1 or 7 or 9 or Missing'], 'Frequency': ['219,333', '158,906', '3,273', '51,811'], 'Percentage': ['57.49', '41.65', '0.86', '.'], 'Weighted Percentage': ['61.96', '37.20', '0.83', '.']}"
Ever had CHD or MI,Calculated Variables,,1,1994,Num,_MICHD,,Respondents that have ever reported having coronary heart disease (CHD) or myocardial infarction (MI),"{'Value': ['1', '2', 'BLANK'], 'Value Label': ['Reported having MI or CHDNotes: CVDINFR4=1 OR CVDCRHD4=1', 'Did not report having MI or CHDNotes: CVDINFR4=2 AND CVDCRHD4=2', 'Not asked or MissingNotes: CVDINFR4=7, 9 or Missing OR CVDCRHD4=7, 9, or Missing'], 'Frequency': ['36,311', '392,427', '4,585'], 'Percentage': ['8.47', '91.53', '.'], 'Weighted Percentage': ['6.47', '93.53', '.']}"
Lifetime Asthma Calculated Variable,Calculated Variables,,2,1995,Num,_LTASTH1,,Adults who have ever been told they have asthma,"{'Value': ['1', '2', '9'], 'Value Label': ['NoNotes: ASTHMA3 = 2', 'YesNotes: ASTHMA3 = 1', ""Don't know/Not Sure Or Refused/MissingNotes: ASTHMA3 = 7 or 9 or Missing""], 'Frequency': ['367,256', '64,366', '1,701'], 'Percentage': ['84.75', '14.85', '0.39'], 'Weighted Percentage': ['84.51', '15.08', '0.41']}"
Current Asthma Calculated Variable,Calculated Variables,,3,1996,Num,_CASTHM1,,Adults who have been told they currently have asthma,"{'Value': ['1', '2', '9'], 'Value Label': ['NoNotes: ASTHMA3 = 2 or ASTHMA3 = 1 and ASTHNOW = 2', 'YesNotes: ASTHMA3 = 1 and ASTHNOW = 1', ""Don't know/Not Sure Or Refused/MissingNotes: ASTHMA3 = 7 or 9 or Missing or ASTHNOW = 7 or 9 or Missing""], 'Frequency': ['385,732', '43,949', '3,642'], 'Percentage': ['89.02', '10.14', '0.84'], 'Weighted Percentage': ['89.38', '9.74', '0.88']}"
Computed Asthma Status,Calculated Variables,,4,1997,Num,_ASTHMS1,,Computed asthma status,"{'Value': ['1', '2', '3', '9'], 'Value Label': ['CurrentNotes: ASTHMA3 = 1 and ASTHNOW = 1', 'FormerNotes: ASTHMA3 = 1 and ASTHNOW = 2', 'NeverNotes: ASTHMA3 = 2', ""Don't know/Not Sure Or Refused/MissingNotes: ASTHMA3 = 7 or 9 or Missing or ASTHNOW = 7 or 9 or Missing""], 'Frequency': ['43,949', '18,476', '367,256', '3,642'], 'Percentage': ['10.14', '4.26', '84.75', '0.84'], 'Weighted Percentage': ['9.74', '4.87', '84.51', '0.88']}"
Respondents diagnosed with arthritis,Calculated Variables,,5,1998,Num,_DRDXAR2,,Respondents who have had a doctor diagnose them as having some form of arthritis,"{'Value': ['1', '2', 'BLANK'], 'Value Label': ['Diagnosed with arthritisNotes: HAVARTH4=1', 'Not diagnosed with arthritisNotes: HAVARTH4=2', ""Don't know/Not Sure/Refused/MissingNotes: HAVARTH4=7,9, or missing""], 'Frequency': ['142,764', '287,999', '2,560'], 'Percentage': ['33.14', '66.86', '.'], 'Weighted Percentage': ['25.36', '74.64', '.']}"
Calculated non-Hispanic Race including multiracial,Calculated Race Variables,,3,2055-2056,Num,_MRACE1,,Calculated multiracial race categorization,"{'Value': ['1', '2', '3', '4', '5', '6', '7', '77', '99', 'BLANK'], 'Value Label': ['White onlyNotes: MRACASC1 = 10', 'Black or African American onlyNotes: MRACASC1 = 20', 'American Indian or Alaskan Native onlyNotes: MRACASC1 = 30', 'Asian OnlyNotes: MRACASC1 = 40,41,42,43,44,45,46,47', 'Native Hawaiian or other Pacific Islander onlyNotes: MRACASC1 = 50,51,52,53,54', 'Other race onlyNotes: MRACASC1 = 60', 'MultiracialNotes: MRACASC1 >= 100', ""Don't know/Not sureNotes: MRACASC1 = 77"", 'RefusedNotes: MRACASC1 = 99', 'MissingNotes: MRACASC1 = Missing'], 'Frequency': ['339,295', '37,587', '8,951', '12,562', '2,711', '9,178', '11,334', '4,743', '6,708', '254'], 'Percentage': ['78.35', '8.68', '2.07', '2.90', '0.63', '2.12', '2.62', '1.10', '1.55', '.'], 'Weighted Percentage': ['67.09', '13.40', '1.90', '6.19', '0.55', '3.94', '3.10', '1.92', '1.90', '.']}"
"Hispanic, Latino/a, or Spanish origin calculated variable",Calculated Race Variables,,5,2059,Num,_HISPANC,,"Hispanic, Latino/a, or Spanish origin calculated variable","{'Value': ['1', '2', '9'], 'Value Label': ['Hispanic, Latino/a, or Spanish origin', 'Not of Hispanic, Latino/a, or Spanish origin', ""Don't Know, Refused or Missing""], 'Frequency': ['43,286', '384,575', '5,462'], 'Percentage': ['9.99', '88.75', '1.26'], 'Weighted Percentage': ['19.33', '79.21', '1.46']}"
Computed Race-Ethnicity grouping,Calculated Race Variables,,6,2060,Num,_RACE,,Race/ethnicity categories,"{'Value': ['1', '2', '3', '4', '5', '6', '7', '8', '9', 'BLANK'], 'Value Label': ['White only, non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 10', 'Black only, non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 20', 'American Indian or Alaskan Native only, Non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 30', 'Asian only, non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 40,41,42,43,44,45,46,47', 'Native Hawaiian or other Pacific Islander only, Non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 50,51,52,53,54', 'Other race only, non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 60', 'Multiracial, non-HispanicNotes: _HISPANC = 2 and _MRACE1 = 77', 'HispanicNotes: _HISPANC = 1', ""Don't know/Not sure/RefusedNotes: _HISPANC = 7 or 9 or _MRACE1 = 77 or 99 and _HISPANC = 2"", 'MissingNotes: _HISPANC = Missing or _MRACE1 = Missing'], 'Frequency': ['313,067', '32,919', '6,795', '12,105', '2,097', '3,359', '10,125', '43,286', '9,484', '86'], 'Percentage': ['72.26', '7.60', '1.57', '2.79', '0.48', '0.78', '2.34', '9.99', '2.19', '.'], 'Weighted Percentage': ['55.63', '11.69', '0.99', '6.00', '0.33', '1.03', '2.68', '19.34', '2.31', '.']}"
Create Computed Non-Hispanic Whites/All Others Race Categories Race/Ethnic Group Codes Used In Post-Stratification Variable,Calculated Race Variables,,7,2061,Num,_RACEG21,,White non-Hispanic race group,"{'Value': ['1', '2', '9', 'BLANK'], 'Value Label': ['Non-Hispanic WhiteNotes: _RACE = 1', 'Non-White or HispanicNotes: _RACE = 2 or 3 or 4 or 5 or 6 or 7 or 8', ""Don't know/Not sure/RefusedNotes: _RACE = 9"", 'Missing'], 'Frequency': ['313,067', '110,686', '9,484', '86'], 'Percentage': ['72.26', '25.55', '2.19', '.'], 'Weighted Percentage': ['55.63', '42.06', '2.31', '.']}"
Computed Five level race/ethnicity category.,Calculated Race Variables,,8,2062,Num,_RACEGR3,,Five-level race/ethnicity category,"{'Value': ['1', '2', '3', '4', '5', '9', 'BLANK'], 'Value Label': ['White only, Non-Hispanic', 'Black only, Non-Hispanic', 'Other race only, Non-Hispanic', 'Multiracial, Non-Hispanic', 'Hispanic', ""Don't know/Not sure/Refused"", 'Missing'], 'Frequency': ['313,067', '32,919', '24,356', '10,125', '43,286', '9,484', '86'], 'Percentage': ['72.26', '7.60', '5.62', '2.34', '9.99', '2.19', '.'], 'Weighted Percentage': ['55.63', '11.69', '8.36', '2.68', '19.34', '2.31', '.']}"
Computed race groups used for internet prevalence tables,Calculated Race Variables,,9,2063,Num,_RACEPRV,,Computed race groups used for internet prevalence tables,"{'Value': ['1', '2', '3', '4', '5', '6', '7', '8', 'BLANK'], 'Value Label': ['White only, non-HispanicNotes: _RACE=1 or _RACE=9 and _IMPRACE=1', 'Black only, non-HispanicNotes: _RACE=2 or _RACE=9 and _IMPRACE=2', 'American Indian or Alaskan Native only, Non-HispanicNotes: _RACE=3 or _RACE=9 and _IMPRACE=4', 'Asian only, non-HispanicNotes: _RACE=4 or _RACE=9 and _IMPRACE=3', 'Native Hawaiian or other Pacific Islander only, Non-HispanicNotes: _RACE=5', 'Other race only, non-HispanicNotes: _RACE=6 or _RACE=9 and _IMPRACE=6', 'Multiracial, non-HispanicNotes: _RACE=7', 'HispanicNotes: _RACE=8 or _RACE=9 and _IMPRACE==5', 'Missing'], 'Frequency': ['321,169', '33,461', '6,930', '12,244', '2,097', '3,829', '10,125', '43,382', '86'], 'Percentage': ['74.13', '7.72', '1.60', '2.83', '0.48', '0.88', '2.34', '10.01', '.'], 'Weighted Percentage': ['57.39', '11.86', '1.02', '6.07', '0.33', '1.19', '2.68', '19.46', '.']}"
Calculated sex variable,Calculated Variables,,10,2064,Num,_SEX,,Calculated sex variable,"{'Value': ['1', '2'], 'Value Label': ['MaleNotes: SEXVAR=1', 'FemaleNotes: SEXVAR=2'], 'Frequency': ['203,800', '229,523'], 'Percentage': ['47.03', '52.97'], 'Weighted Percentage': ['48.50', '51.50']}"
Reported age in five-year age categories calculated variable,Calculated Variables,,11,2065-2066,Num,_AGEG5YR,,Fourteen-level age category,"{'Value': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14'], 'Value Label': ['Age 18 to 24Notes: 18 <= AGE <= 24', 'Age 25 to 29Notes: 25 <= AGE <= 29', 'Age 30 to 34Notes: 30 <= AGE <= 34', 'Age 35 to 39Notes: 35 <= AGE <= 39', 'Age 40 to 44Notes: 40 <= AGE <= 44', 'Age 45 to 49Notes: 45 <= AGE <= 49', 'Age 50 to 54Notes: 50 <= AGE <= 54', 'Age 55 to 59Notes: 55 <= AGE <= 59', 'Age 60 to 64Notes: 60 <= AGE <= 64', 'Age 65 to 69Notes: 65 <= AGE <= 69', 'Age 70 to 74Notes: 70 <= AGE <= 74', 'Age 75 to 79Notes: 75 <= AGE <= 79', 'Age 80 or olderNotes: 80 <= AGE <= 99', ""Don't know/Refused/MissingNotes: 7 <= AGE <= 9""], 'Frequency': ['26,280', '21,247', '24,803', '27,153', '28,463', '27,070', '31,291', '34,219', '41,974', '46,099', '43,533', '34,543', '38,869', '7,779'], 'Percentage': ['6.06', '4.90', '5.72', '6.27', '6.57', '6.25', '7.22', '7.90', '9.69', '10.64', '10.05', '7.97', '8.97', '1.80'], 'Weighted Percentage': ['12.37', '7.38', '9.11', '7.62', '8.47', '6.45', '7.83', '7.11', '8.60', '6.94', '6.48', '4.55', '5.24', '1.84']}"
Reported age in two age groups calculated variable,Calculated Variables,,12,2067,Num,_AGE65YR,,Two-level age category,"{'Value': ['1', '2', '3'], 'Value Label': ['Age 18 to 64Notes: 18 <= AGE <= 64', 'Age 65 or olderNotes: 65 <= AGE <= 99', ""Don't know/Refused/MissingNotes: 7 <= AGE <= 9""], 'Frequency': ['262,500', '163,044', '7,779'], 'Percentage': ['60.58', '37.63', '1.80'], 'Weighted Percentage': ['74.94', '23.22', '1.84']}"
Imputed Age value collapsed above 80,Calculated Variables,,13,2068-2069,Num,_AGE80,,Imputed Age value collapsed above 80,"{'Value': ['18 - 24', '25 - 29', '30 - 34', '35 - 39', '40 - 44', '45 - 49', '50 - 54', '55 - 59', '60 - 64', '65 - 69', '70 - 74', '75 - 79', '80 - 99'], 'Value Label': ['Imputed Age 18 to 24', 'Imputed Age 25 to 29', 'Imputed Age 30 to 34', 'Imputed Age 35 to 39', 'Imputed Age 40 to 44', 'Imputed Age 45 to 49', 'Imputed Age 50 to 54', 'Imputed Age 55 to 59', 'Imputed Age 60 to 64', 'Imputed Age 65 to 69', 'Imputed Age 70 to 74', 'Imputed Age 75 to 79', 'Imputed Age 80 or older'], 'Frequency': ['26,281', '21,255', '24,822', '27,332', '28,892', '27,789', '34,059', '35,772', '42,166', '46,398', '44,992', '34,681', '38,884'], 'Percentage': ['6.06', '4.91', '5.73', '6.31', '6.67', '6.41', '7.86', '8.26', '9.73', '10.71', '10.38', '8.00', '8.97'], 'Weighted Percentage': ['12.37', '7.38', '9.12', '7.71', '8.73', '6.71', '8.50', '7.29', '8.64', '7.00', '6.71', '4.58', '5.25']}"
Imputed age in six groups,Calculated Variables,,14,2070,Num,_AGE_G,,Six-level imputed age category,"{'Value': ['1', '2', '3', '4', '5', '6'], 'Value Label': ['Age 18 to 24Notes: 18 <= _IMPAGE <= 24', 'Age 25 to 34Notes: 25 <= _IMPAGE <= 34', 'Age 35 to 44Notes: 35 <= _IMPAGE <= 44', 'Age 45 to 54Notes: 45 <= _IMPAGE <= 54', 'Age 55 to 64Notes: 55 <= _IMPAGE <= 64', 'Age 65 or olderNotes: _IMPAGE => 65'], 'Frequency': ['26,281', '46,077', '56,224', '61,848', '77,938', '164,955'], 'Percentage': ['6.06', '10.63', '12.98', '14.27', '17.99', '38.07'], 'Weighted Percentage': ['12.37', '16.50', '16.44', '15.21', '15.93', '23.54']}"
Computed Height in Inches,Calculated Variables,,15,2071-2073,Num,HTIN4,,Reported height in inches,"{'Value': ['36 - 95', 'BLANK'], 'Value Label': ['Height in inchesNotes: 0300 <= HEIGHT3 <= 0711', ""Don't know/Refused/Not asked or MissingNotes: HEIGHT3=777, 999, 7777, 9999, or HEIGHT3 < 36 inches or HEIGHT3 > 95 inches, or HEIGHT3=missing, or HEIGHT3=metric value""], 'Frequency': ['405,324', '27,999'], 'Percentage': ['100.00', '.'], 'Weighted Percentage': ['100.00', '.']}"
Computed Height in Meters,Calculated Variables,,16,2074-2076,Num,HTM4,,Reported height in meters,"{'Value': ['91 - 244', 'BLANK'], 'Value Label': ['Height in meters [2 implied decimal places]Notes: 0300 <= HEIGHT3 <= 0711 or 9091 <= HEIGHT3 <= 9244 (non-metric HEIGHT3 value multiplied by .0254)', ""Don't know/Refused/Not asked or MissingNotes: HEIGHT3 = 7777 or 9999 or outside accepted values or HEIGHT3=missing""], 'Frequency': ['411,182', '22,141'], 'Percentage': ['100.00', '.'], 'Weighted Percentage': ['100.00', '.']}"
Computed Weight in Kilograms,Calculated Variables,,17,2077-2081,Num,WTKG3,,Reported weight in kilograms,"{'Value': ['2300 - 29500', 'BLANK'], 'Value Label': ['Weight in kilograms [2 implied decimal places]Notes: 0001 <= WEIGHT2 <= 650 or 9023 <= WEIGHT2 <= 9295 (non-metric WEIGHT2 value divided by 2.2046)', ""Don't know/Refused/Not asked or MissingNotes: WEIGHT2 = 7777 or 9999 or not in accepted values or WEIGHT2 = Missing""], 'Frequency': ['399,172', '34,151'], 'Percentage': ['100.00', '.'], 'Weighted Percentage': ['100.00', '.']}"
Computed body mass index,Calculated Variables,,18,2082-2085,Num,_BMI5,,Body Mass Index (BMI),"{'Value': ['1 - 9999', 'BLANK'], 'Value Label': ['1 or greaterNotes: WTKG3/(HTM4*HTM4) (Has 2 implied decimal places)', ""Don't know/Refused/MissingNotes: WTKG3 = 777 or 999 or HTM4 = 777 or 999""], 'Frequency': ['392,788', '40,535'], 'Percentage': ['100.00', '.'], 'Weighted Percentage': ['100.00', '.']}"
Computed body mass index categories,Calculated Variables,,19,2086,Num,_BMI5CAT,,Four-categories of Body Mass Index (BMI),"{'Value': ['1', '2', '3', '4', 'BLANK'], 'Value Label': ['UnderweightNotes: _BMI5 < 1850 (_BMI5 has 2 implied decimal places)', 'Normal WeightNotes: 1850 <= _BMI5 < 2500', 'OverweightNotes: 2500 <= _BMI5 < 3000', 'ObeseNotes: 3000 <= _BMI5 < 9999', ""Don't know/Refused/MissingNotes: _BMI5 = 9999""], 'Frequency': ['6,767', '116,500', '139,615', '129,906', '40,535'], 'Percentage': ['1.72', '29.66', '35.54', '33.07', '.'], 'Weighted Percentage': ['1.96', '30.50', '34.73', '32.80', '.']}"
